id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
2268,8KDBZE,Brew Hub,Brew Hub,"Brew Hub provides an entirely new business model for the craft brewing industry. With the right products and partnership opportunities, we’re putting the power back into the hands of the brand holder—without the capital exposure. With our first brewing and packaging facility in Lakeland, Florida, we will become an incubation center for partner-brewers looking to capitalize on the fast-growing craft segment. Our unique, turnkey solution will help craft brewers overcome production and distribution barriers to brand profitability.",http://brewhub.com/,N,verified,3900 S. Frontage Rd. S,Lakeland,Florida,33815,"",28.0445185,-82.0245633,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2269,JRO1DT,Rooney's Beer Company,Rooney's,"Pittsburgh is a city steeped in a rich history, climbing up from numerous hillsides, to spanning and wrapping around the banks of the three rivers. With the northern banks of the Allegheny and Ohio rivers serving as the background, the Rooney Family opened their first family pub on the corner of Corey and General Robinson Streets, later to be home to Three Rivers Stadium. The Rooney family is famous for their Irish roots, football, racetracks and soon will be known for another part of their storied past: BEER! Their roots go back to the turn of the 20th century when Dan Rooney (Father of Art Sr. – “The Chief”) opened their family pub on the corner of Corey and General Robinson Streets, later to be home to Three Rivers Stadium. In 1933, the family would expand the business to brewing at the General Braddock Brewing Company, in Braddock, Pennsylvania. Four Beers were produced: Rooney’s Irish Red Ale, Rooney’s Lager, Rooney’s Pilsner and Veterans & Civilian Pilsner / Lager blend. The handcrafted family brewing heritage continues today, at the historic Pennsylvania Brewing Company. The Rooney’s celebrate both its Celtic and Pittsburgh Pride with the next generation of brews with Rooney’s Old Irish Ale and Rooney’s Lager.",http://rooneysbeer.com,N,verified,800 Vinial Streeet,Pittsburgh,Pennsylvania,15212,"",40.4571824,-79.991475,Y,Y,N,office,Office,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2270,PWXXJw,Roscoe's Hop House,Roscoe's Hop House,"Harkening back to old world brewing styles, Roscoe’s Hop House uses the highest quality malts and hops to bring forth this smooth, bright-flavored Amber Ale. With a nod to the past, this nicely balanced, true ale is brewed using traditional brewing methods for a unique flavor profile. The password to our best kept secret is found inside the bottle. This is brewed by Genesee Brewing Co.",http://www.roscoeshophouse.com/,N,verified,"",Rochester,New York,"",877-946-3793,43.1555,-77.616033,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2271,2tcnZ7,New Boswell Brewing Company,New Boswell,"The New Boswell Brewing Company started business on St. Patrick's Day, 2010. The brewery, owned by Rodrick and Kiera Landess began as a project at the IU East Center for Entrepreneurship. While majoring in Fine Arts at IU East Rodrick took classes in the Business Department studying Entrepreneurship and participated in Students in Free Enterprise. After completing his degree, the project took on a life of its own, slowly inching its way towards becoming a reality. In 2010, with the help of a matching funds grant from the Eastern Indiana Regional Workforce Board and the GrowthStart Project, New Boswell Brewing Company was able to purchase the required equipment to begin operations and work towards becoming a functional brewery. After a couple of months of practice and creating procedures, New Boswell hosted their Grand Opening at the 4th Floor Blues Club.",http://newboswell.com/,N,verified,410 North 10th Street,Richmond,Indiana,47374,765-488-2042,39.833764,-84.889464,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2272,VCOezh,Angry Chair Brewing,Angry Chair,"The ultimate plan at Angry Chair Brewing is to brew beers that we like to drink. Right now we like to drink more sessionable styles: hoppy pale ales, Berliner weisses, low ABV saison, and other easy-drinkers. We plan to lean on these styles for our core beers. However, one thing we absolutely believe to be true is that the public will be choosing our “core” beers for us: if you like the beer, we will keep brewing it. We’re going to have an extensive barrel-aged program as well, especially for sour beers. We definitely hate being boring and doing boring stuff so you can look forward to experimentation and unique projects.",http://angrychairbrewing.com/,N,verified,6401 N Florida Ave,Tampa,Florida,33604,(813) 892-1651,28.005142,-82.459215,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2273,9YJKhn,Rousal Brygghus,Rousal Brygghus,A microbrewery on the Rosal Island in Finnish archipelago. Quality beer for quality times.,http://www.rousalbrygghus.fi,N,verified,Norrlandsvägen 180,Rosala,"",25950,+358 40 0847952,59.8510678,22.4191307,N,Y,Y,micro,Micro Brewery,FI,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2274,XsC59I,Berkshire Brewing Company,Berkshire,"Berkshire Brewing Company Inc. is a regional brewery located in South Deerfield, MA, established in 1994 by Christopher T. Lalli and Gary A. Bogoff, a pair of homebrewers with the vision of being Massachusetts’ local brewery. Our goal is to produce clean, fresh, well-balanced ales & lagers in small batches. At the present time we are capable of producing 580 barrels (17,980 gallons) of fresh beer each week. All of our beer is unfiltered, unpasteurized and contains no chemical additives or preservatives. As craft brewers, we are now producing nine styles of beer year round and seven seasonals.",http://www.berkshirebrewingcompany.com/,N,verified,12 Railroad Street,South Deerfield,Massachusetts,01373,413- 665-6600,42.478684,-72.609409,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2275,Y8stOS,Hermit Thrush Brewery,Hermit Thrush,"",http://www.hermitthrushbrewery.com/,N,verified,29 High St.,Brattleboro,Vermont,05301,"",42.8534875,-72.5596126,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2276,iEMsk8,Abigaile Brewery,Abigaile,Abigaile is an effort by Hermosa Beach local Jed Sanford to bring a distinctive take on the American brasserie experience to Hermosa Beach; all in a communal setting that celebrates the location’s rich history as a gathering place for locals from all walks of life.,http://www.abigailerestaurant.com,N,verified,1301 Manhattan Ave,Hermosa Beach,California,92054,(310) 798-8227,33.8632605,-118.3995379,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2277,vuehNG,Denver Beer Company,Denver,"Denver Beer Co. was born in our garages with a few batches of homebrew and a love for the craft of brewing. Serving only premium artisan ales and lagers, we utilize fresh ingredients and embrace both innovative and old world styles of beer. Similar to a farmer’s table, our beer selections change with the seasons. By brewing in small batches, we can ensure that a few old favorites are always on tap, but new goodies greet visitors each month. Our brewery is founded on passion for high quality, flavorfully crafted beer and the belief that the best pints are those shared with good company. Drawing inspiration from beer gardens of Bavaria, we designed Denver Beer Co. to be a place where new and old friends can share a table and pint out of doors.",http://denverbeerco.com/,N,verified,1695 Platte St,Denver,Colorado,80202,1-303-433-2739,39.758265,-105.007315,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2278,q9XD6J,Lady Justice Brewing,Lady Justice,A philanthropic brewery that donates 100% of profits over cost to nonprofits supporting women and girls. Founded by three women who share two crucial connections: a commitment to social justice work and being a positive force in their communities and a love of great beer.,http://www.ladyjusticebrewing.com,N,verified,4375 Eaton Street,Mt. View,Colorado,80212,(720) 446-9289,39.776151,-105.0593677,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2279,cTUvgq,Sociedade Central de Cervejas,Sociedade Central de Cervejas,"Sociedade Central de Cervejas was established in 1934, with the aim of selling the beers produced by the former breweries, Companhia Produtora de Malte e Cerveja Portugália, Companhia de Cervejas Estrela, Companhia de Cervejas Coimbra and Companhia da Fábrica de Cerveja Jansen. Centralcer – Central de Cervejas, E.P. is incorporated in 1977 following the merger of Sociedade Central de Cervejas, S.A.R.L. (incorporated in 1934) with Cergal - Cervejas de Portugal, S.A.R.L. (incorporated in 1972). Centralcer – Central de Cervejas, S.A. was therefore created as a result of the above-mentioned company’s conversion into a joint stock company, regulated according to Decree-Law no. 300/90 of the 24th September. The Company’s total share capital is privatised in 1990, and it is the first operation of this kind to be undertaken in Portugal. The Bavaria Group purchases a shareholding in Centralcer - Central de Cervejas, S.A., and becomes one of its main shareholders. Based on a strong leading position and the establishment of a winning team, Sociedade Central de Cervejas e Bebidas strategic objectives are an increased focus on its brands, consumers and clients, the creation of an atmosphere of success, operational efficiency and innovation.",http://www.centralcervejas.pt/,N,verified,Estrada Da Alfarrobeira,Vialonga,"","","",38.8849388,-9.0573548,N,Y,Y,macro,Macro Brewery,PT,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2280,J6OPsX,Casey Brewing & Blending,Casey Brewing & Blending,"Troy Casey created Casey Brewing and Blending in the fall of 2013 after years of experimenting with oak barrel aging and wild yeast and bacteria. He realized these types of beers were his true passion and decided to create a place where he could focus solely on 100% oak barrel fermentations using saccharomyces, brettanomyces and lactic acid bacteria, all while using local Colorado ingredients. Casey Brewing and Blending is the idea of bringing back old-world brewing techniques to the modern day consumer. Our beers are created with over 99% local Colorado ingredients. We ferment and age our beers in vintage oak barrels with a mixed culture of saccharomyces, brettanomyces and lactic acid bacteria. Time is one of the most important elements to us, as the barrel aging process creates flavors that are impossible to create any other way. Our beers are unfiltered and 100% bottle conditioned.",http://www.caseybrewing.com,N,verified,3421 Grand Avenue,Glenwood Springs,Colorado,81601,(970) 230-9691,39.5157512,-107.3196589,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2281,44rVs2,Brasserie de Blaugies,Brasserie de Blaugies,"","",N,verified,"Rue de la Frontire, 435",Blaugies,Hainaut,"",32-065-65-03-60,50.3588773,3.8431949,N,Y,Y,micro,Micro Brewery,BE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2282,PGn0ta,Bruery Terreux,Bruery Terreux,"Wildly Traditional Bière. The Bruery is excited to announce the formation of Bruery Terreux, a new brand that will focus solely on farmhouse-style ales fermented with wild yeasts as well as oak-aged sour ales.",http://www.brueryterreux.com,N,verified,717 Dunn Way,Placentia,California,92870,714-829-6258,33.8623421,-117.879254,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2283,cwMnEx,Brasserie de Silly,Brasserie de Silly,"","",N,verified,Rue Ville Basse 141,Silly,Hainaut,"",32-068-55-16-95,50.6514153,3.9277506,N,Y,Y,micro,Micro Brewery,BE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2284,85QEeI,Redemption Alewerks,Redemption Alewerks,"Redemption Alewerks is a brewpub in Fishers, IN. Our goal is to provide a complete experience from unique brews to a great atmosphere. Our hope is that you will come to believe, as we do, that it is a revelation in indulgence.",http://www.redemptionalewerks.com/,N,verified,7035 E. 96th St.,Indianapolis,Indiana,46250,317-348-3330,39.9263184,-86.0449432,N,Y,Y,restaurant,Restaurant/Ale House,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2285,puznP2,San Diego Brewing Co.,San Diego,"We are a multi-tap brew pub/sports bar, pouring 7-10 house beers along with 40 guest beers. We offer a pub style menu to accompany our great tap list.",http://www.sandiegobrewing.com,N,verified,10450-L Friars Road,San Diego,California,92120,1-619-284-2739,32.792159,-117.098768,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2286,16DsvO,Sapporo Breweries,Sapporo Breweries,"",http://www.sapporousa.com/,N,verified,"10-1 Ginza 7-chome, Chuo-ku",Tokyo,Kanto,"",81-(03)-3572-6111,35.668455,139.763405,N,Y,N,micro,Micro Brewery,JP,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2290,Ix655q,Harviestoun Brewery,Harviestoun,"The brewery was founded in 1984 by Ken Brooker on a farm just outside Dollar in Central Scotland. Due to the growing success and demand for Harviestoun Ales, the brewery moved to a new purpose built 60 barrel plant, 5 miles away in Alva, in 2004. Alva was chosen as the location as this allowed us to carry on using the outstanding soft water from the Ochil Hills. Harviestoun Brewery was later bought by Caledonian Brewery in 2006. However, in the wake of the acquisition of Caledonian brewing Company by Scottish & Newcastle UK, the brewery became independent once again in 2008 by three noble shareholders who sought to preserve the status as an independent award-winning micro-brewery. Currently, Harviestoun is going through some new and exciting changes to expand the brewery. We are working hard to increase production, while insuring that we still outputting nothing but quality beer. Please look forward to keeping up to date with us on our progress and exciting new changes to our product range.",http://www.harviestoun-brewery.co.uk/,N,verified,Hillfoots Business Village,"Alva Industrial Estate Alva, Central",Scotland,FK12 5DQ,44-(01259)-769100,56.15306,-3.798604,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2291,AMspsb,Schlappeseppel,Schlappeseppel,"In 1631, King Gustav from Sweden took the city of Aschaffenburg. Legend has it, that the sweedish troops soon found out, that there was no single drop of beer in the barrels, while preparing the Johannisburg castle for the royal court. As it happened, there was a foot soldier by the name of Joseph Lögler amongst this troops, who was proficient in brewing beer. The short form of Joseph is “Sepp” or “Seppel” for “little Joseph”. Obviously, by making beer the brave soldier Seppel was of much better use to the King of Sweden, because he was going lame due to an old battlefield injury to the leg. The injury was the cause for his nickname “Schlappe-Seppel”. The beer of the brave soldier was very well received because of its excellence and very soon after the first brew, he had to make more beer. In the end, he stayed behind in Aschaffenburg, after the Swedish troops had left. He settled as a cooper and brewer. The Schlappeseppel Beer was born.",http://www.schlappeseppel.de/start/?veri=checked&L=1,N,verified,Aschaffenburger Straße 3,Großostheim,"",63762,+49 6026 509-0,49.9222877,9.075112,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2292,uV6ou7,Stroh Brewery Company,Stroh Brewery,"A name as important to the success of Detroit as Ford or Chrysler, the Stroh family began with humble roots, brewing beer in a family-owned inn during the 18th century in Kirn, Germany. In 1848, during the German Revolution, Bernhard Stroh, having apprenticed at his father side, immigrated to the United States. He established his own brewery in Detroit in 1850. Stroh named his new company Lion's Head Brewery, adopting the Lion's Crest logo from the Kyrburg Castle in Germany – the same crest that adorns Stroh beers today After establishing the brewery, Bernhard's son, Bernhard Jr., continued its expansion. A firm proponent of tradition and quality, he introduced the European method of fire-brewing to America. The fire-brewing process uses a direct flame rather than steam to heat beer-filled copper kettles. The resulting higher temperatures intensify the aroma and body of beer, resulting in a more flavorful brew. During Prohibition, the Stroh family operated the business under the name The Stroh Products Company, producing near beer (beer with its alcohol extracted), birch beer, soft drinks, malt products, ice cream, and ice. Though production of most of these items ceased when Prohibition ended in 1933, Stroh Ice Cream can still be enjoyed at parlors today. The Stroh Brewery grew alongside the other titans of Detroit industry. In 1964 the company made its first move toward expansion when it bought the Goebel Brewing Company, with an eye towards national distribution. As other national brands began to enter the Detroit market, Stroh began to aggressively pursue other markets. In 1973, Peter Stroh's willingness to depart from years of tradition enabled Stroh's to survive, but the changes were hard to swallow for many Stroh's employees. Stroh broke the company's tradition of family management and recruited managers from other companies. He also introduced a light beer, Stroh's Light. Though the brewery encountered many difficult times, the tradition and quality of Stroh's has never changed, and the quality of Bernhard's family-owned beer continue today, with Stroh's and Stroh's Light.",http://www.strohbeer.com/,N,verified,"",Tampa,Florida,"","",27.94653,-82.459269,Y,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2293,Ib8uFU,Brauerei Schwarzbräu,Brauerei Schwarzbräu,"",http://www.schwarzbraeu.de/,N,verified,Schwarzbräu GmbH,Zusmarshausen,Bavaria,86441,08291-880,48.39915,10.5983,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2294,Hs41Cv,Sea Dog Brewing Company,Sea Dog,"Today, Sea Dog Brewing Company operates brew pubs in two locations. The Sea Dog in Topsham occupies a scenic spot on the Androscoggin River. The Bangor location overlooks the historic Penobscot River. Both locations serve a full menu of handcrafted ales and creative pub fare with a flair. Being authentic is important to us. Our beers are brewed in a traditional style using only the highest quality ingredients like imported English two-row malted barley and British top-fermenting yeast. Our English brewing style results in brews with a distinctive, refreshing taste and crisp finish unique to top-fermented beers.",http://www.seadogbrewing.com/,N,verified,2 A Street,Hull,Massachusetts,02045,(781) 773-1840,42.290961,-70.8831535,Y,Y,N,brewpub,Brewpub,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2295,hRSzMV,Fire Island Beer Company,Fire Island,"Fire Island Beer Company has emerged from the handiwork of two brothers and a cousin who developed their taste for craft beer and home brewing during the summers they spent on Fire Island, the naturally beautiful barrier island just off Long Island's south shore. The relaxed island has attracted families, artists, partiers, weekend beach-goers and outdoor sports lovers for generations, yet it refuses to allow cars, pretention and the frantic pace common to NY-metro area culture. This led us to coin it “The Other New York”, a concept we find very refreshing.",http://www.fireislandbeer.com,N,verified,"",Ocean Beach,New York,11770,631-482-3118,40.649368,-73.156892,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2296,n7ntmy,Logsdon Farmhouse Ales,Logsdon Farmhouse Ales,"Small farm brewery located in the upper Hood River Valley, OR. We strive to create unique and intriguing beer. In the farmhouse brewery spirit, we use certified organic ingredients such as whole leaf hops, barley and wheat malts, groats(whole oats), and several strains of yeast. These are combined to make a product of uncompromising quality.",http://www.farmhousebeer.com/,N,verified,4785 Booth Hill Rd.,Hood River,Oregon,97031,(541) 490-9161,45.588501,-121.536293,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2297,vKOMMg,Birrificio Rurale,Birrificio Rurale,"Il Birrificio Rurale nasce nel 2009 dall'idea di cinque appassionati birrofili che hanno voluto ritrovare le origini agricole della birra in un territorio a forte vocazione rurale. ​Per questa ragione il Birrificio vede la luce ospite di una realtà agricola, valorizzando quella struttura che un tempo immagazzinava il raccolto annuale: il silos.",http://www.birrificiorurale.it/,N,verified,"Via del Commercio, 2","",Desio Monza e della Brianza,"","",45.609266,9.2214482,N,Y,Y,micro,Micro Brewery,IT,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2298,yfDPgj,Indiana City Brewing Co.,Indiana City,"It’s our mission to brew innovative beers for craft beer lovers in Indy. And that is that. We’re focused on Indy. We’re doing all we can to add to the beer culture right here. We’re filling growlers at our taproom near downtown, and we’re on tap at select craft beer bars in Indy.",http://indianacitybeer.com/,N,verified,24 Shelby Street,Indianapolis,Indiana,46202,(317) 643-1103,39.7658254,-86.1408132,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2299,beRdlK,Kalona Brewing Company,Kalona,"We, at Kalona Brewing Company, are passionate for quality, are uniquely offbeat-but substantial, creative, warm and inclusive. We believe you will find that reflected in both the products we brew and in the restaurant atmosphere we create for your dining and drinking enjoyment. One of our goals is to be Kalona’s living room – a place where people can come to relax, relate, and have some recreation playing scrabble or dominos by the fireplace in the sofa area of the restaurant. Plus we have a fantastic beer garden to enjoy during the warmer weather. Kalona Brewing Company and Eatery is strategically located in beautiful downtown Kalona at 405 B Avenue, a half hour drive south from Iowa City. The brewery is home to a fifteen barrel brewing system from Newlands Systems Inc., which includes a three vessel brew house, four 15bbl fermenters, two 30bbl fermenters and two 15bbl bright tanks.",http://kalonabrewing.com,N,verified,405 B Ave.,Kalona,Iowa,52247,(319) 656-3335,41.4831331,-91.7076176,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2300,lBKttb,Winchester Brewing Company,Winchester,Good Beer for Good People,http://www.winchesterbrewingcompany.webs.com/,N,verified,1950 Abrams Creek Dr,Winchester,Virginia,22601,"",39.1639505,-78.1697809,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2301,rdrfPw,Boom Island Brewing Company,Boom Island,"Boom Island Brewing Company opened fall 2011 on the shores of the Mississippi, a hops throw away from of our namesake island. Inspired by traditional Belgian recipes and brewing techniques, our beers are handcrafted using pure Minnesota water and the freshest, natural ingredients. Head Brewer Kevin Welch has won numerous awards for his creations, including our flagship beers, Thoprock, Hoodoo, Silvius and Brimstone.",http://www.boomislandbrewing.com/,N,verified,2014 N Washington Ave,Minneapolis,Minnesota,55411,(612) 227-9635,44.9995986,-93.2817355,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2302,xBcHLT,Blackfoot River Brewing Company,Blackfoot River,"Blackfoot River Brewing Company was founded in 1998, and began producing their line of handcrafted beers in January of 1999. The Brewery is located in the heart of historic Downtown Helena and near the headwaters of both the Big and Little Blackfoot Rivers. The founding partners established the brewery to produce the finest, handcrafted, traditional beers to be found in Montana. All Blackfoot River beers are brewed with the highest quality traditional 2-row malts, hops, and yeasts, individually selected to produce each particular style of beer. Each of our specialty beers are carefully handcrafted 14 barrels at a time. Blackfoot River's beers are never pasteurized, normally unfiltered and are available exclusively on draught. Blackfoot River Brewing was founded and is operated by three partners: Brian Smith -Head Brewer and General Manager Greg Wermers - Off-Premise Sales Brad Simshaw - Brewer and Regulatory/Tax Manager Fourteen barrel, three-vessel, steam-fired brewhouse (3) Fourteen barrel fermentation vessels (5) Fourteen barrel conditioning/bright tanks (3) Seven barrel conditioning/bright tanks Packaging: draft Capacity:1,850 barrels (annual)",http://www.blackfootriverbrewing.com/,N,verified,66 South Park Avenue,Helena,Montana,59601,406-449-3005,46.5872708,-112.0406585,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2303,7OFCvx,Paladin Brewing,Paladin,"","",N,verified,6520 Mahoning Ave.,Youngstown,Ohio,44515,"",41.1001029,-80.7876703,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2304,5TRopl,Martinsbräu,Martinsbräu,"Im Spessart family brewery Martin is firmly rooted in Marktheidenfeld. The company is family owned and is celebrating its 130th anniversary in 2013. Even when passing over the bridge over the Main to Marktheidenfeld each is clear: the Martinsbräu and the city Marktheidenfeld are closely related. Brewery and city for generations could provide an important impetus for the development of urban and rural areas. Founded in 1883 by Henry and George Martin, sons of gypsum and oil Georg Müller David Martin, now heads Mary Martin as manager in the 4th generation of the brewery. Beer has always played in the history of the city Marktheidenfeld an important place. Thus, the Martinsbräu evolved over the past 130 years extra initial five other breweries to a fixed size in terms of specialty beers. Prudently, a keen awareness of the environment and a clear commitment to Spessart region describe the most excellent way of the brewery to a traditional economy size. We call a friendly ""Cheers"" and look forward to be able to prepare you with our very high quality and award-winning drinks pleasure and enjoyment. Originality is our unique beer before mixing trends in juvenile look. . Under the umbrella brand Skt Martinus all varieties are: Pils and wheat exports over to the dark land of beer for fresh, palatable and genuine Franconian beer consumption. That to remain, name guarantees Martin. Currently, with Mary Martin and the future certainly one of their three sons - because tradition obliges especially in a family brewery.",http://www.martinsbraeu.de/,N,verified,Georg-Mayr-Straße 4,Marktheidenfeld,"",97828,09391/5008-0,49.8492074,9.6017384,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2305,CDcy6g,Bauhaus Brew Labs,Bauhaus Brew Labs,"Bauhaus Brew Labs is a family of musicians, scientists, artists and above all, beer lovers, aiming to reinvigorate the spirit of the family brewery. At Bauhaus, we take a unique look at classic German-inspired beer styles, skewed slightly by a sense of play and adventure. Our flavor-forward, sessionable beers are crafted to surprise and delight without taxing the palate.",http://bauhausbrewlabs.com,N,verified,1315 Tyler St NE,Minneapolis,Minnesota,55413,(612) 276-6911,45.0010838,-93.2457776,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2306,VMeZHo,Lazy Hiker Brewing Co.,Lazy Hiker,"Deep in the mountains of North Carolina, just off the Appalachian Trail, sits Franklin, NC. In the old Town Hall on the end of Main Street we're crafting beer and community that's fresh and honest. Untie your boots and enjoy the view - no matter how hard you hiked to get there.",http://www.lazyhikerbrewing.com,N,verified,188 W. Main St,Franklin,North Carolina,28734,(828) 369-5299,35.180679,-83.384245,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2307,9KiCpK,Fär Göhn Brewing Company,Fär Göhn,"",http://www.fargohnbrewing.com/,N,verified,301 South East Street,Culpeper,Virginia,22701,"",38.4715936,-77.9948851,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2308,MjLdhs,Darling Brew,Darling Brew,"During a 9 month road trip through Africa, owners Kevin and Philippa stumbled across the idea of micro breweries and instantly knew that Darling would be the perfect home for one. 'Slow Quarter' is the Darling Brew taproom located in Darling. Here we aim to marry our beers with a selection of light tapas styled meals.",http://www.darlingbrew.co.za/,N,verified,"5 Main Road, Darling, South Africa",Darling,Western Cape,"",+27 82 889 1175,-33.3778176,18.3843956,N,Y,Y,tasting,Tasting Room,ZA,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2309,KrtTC2,Glacier Brewing Company,Glacier,"The Glacier Brewing Company is located at 6 Tenth Avenue East in Polson, Montana. We are a production microbrewery with an attached tasting room. We produce seven beers and three sodas. Several are available in western Montana in six-packs!",http://www.glacierbrewing.com/,N,verified,6 10th Avenue East,Polson,Montana,59860,406-883-2595,47.6862862,-114.1633126,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2312,FOfttK,Flying Monkeys Craft Brewery,Flying Monkeys Craft,"The Flying Monkeys Craft Brewery is locally run by a few beer-lovin’ friends and a family of unwavering Beer Disciples right in the heart of downtown Barrie, Ontario. We’re brewing towards a day when Ontario beer lovers won’t have to look south of the border for artisanal beers made with enough hops to rip your tongue from your mouth; for edgy brews with alcohol contents that rival spirits; for rich beers aged in bourbon barrels; or creative ales brewed with strange and interesting ingredients. Our philosophy? Keep the Microbrewery Revolution going --and let the Brewscape of Ontario show how complex and versatile craft brewing can actually be. Bottoms up, and Release the Flying Monkeys!",http://www.theflyingmonkeys.ca/,N,verified,107 Dunlop Street East,Barrie,Ontario,L4M 1A6,705-721-8989,44.3892997,-79.6866738,N,Y,Y,micro,Micro Brewery,CA,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2313,0TKMcD,Snafu Brewing Company,Snafu,"",http://www.snafubrewingcompany.com/,N,verified,3280 Industry Dr.,North Charleston,South Carolina,29418,(843) 767-4121,32.9255398,-80.0688239,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2314,NV3i32,Seaside Brewing Company,Seaside,"We are brewers, musicians, surfers, lovers, fighters, gardeners, mechanics, star gazers, dog lovers, tide watchers, loud laughers, fish catchers, and triple dog dare-ers. We also have the best bonfires on the planet. We believe that the only thing in the world better than drinking Oregon brewed craft beer is drinking Oregon brewed craft beer in an awesome place like Seaside.",http://seasidebrewery.com/,N,verified,851 Broadway Street,Seaside,Oregon,97138,(503) 717-5451,45.993085,-123.92181,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
